Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,1st phase - general,2,Tourism,daytime,Secondary education,120.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,115.1,yes,no,no,no,male,no,21,no,0,6,11,3,11.0,0,0,6,14,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,Special - Madeira,2,Animation/Multimedia,daytime,Secondary education,145.0,Portuguese,3,3,Scientific specialists,Scientific specialists,143.6,yes,no,no,yes,male,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate
single,2nd phase - general,1,Management,daytime,Secondary education,127.0,Portuguese,37,38,Unskilled Workers,Industry/Construction,115.8,yes,no,no,yes,male,no,18,no,0,5,5,5,13.4,0,0,5,6,5,12.2,0,11.1,0.6,2.02,Graduate
single,1st phase - general,2,Animation/Multimedia,daytime,Secondary education,135.0,Portuguese,19,19,Admin staff,Industry/Construction,149.0,yes,no,no,yes,male,no,22,no,14,17,21,17,12.578947368421051,0,15,17,20,17,12.117647058823527,0,11.1,0.6,2.02,Graduate
married,Over 23 years old,1,Informatics Engineering,daytime,Basic education 3rd cycle,133.1,Portuguese,37,37,Unskilled Workers,Unskilled Workers,100.0,no,no,no,yes,male,no,36,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout
single,1st phase - general,1,Journalism,daytime,Secondary education,125.0,Portuguese,38,38,Unskilled Workers,Unskilled Workers,133.4,yes,no,no,yes,male,yes,20,no,0,6,8,6,12.0,0,0,6,8,6,11.5,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general,5,Ad/Marketing,daytime,Secondary education,127.0,Portuguese,3,4,Scientific specialists,Scientific specialists,122.8,no,no,no,yes,male,no,20,no,0,6,6,3,12.333333333333334,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,1,Management (evening),evening,Secondary education,133.1,Portuguese,37,1,Services/Sellers,Admin staff,151.2,no,no,no,yes,male,no,25,no,0,5,11,4,11.5,0,0,5,11,3,13.5,0,12.4,0.5,1.79,Dropout
single,Over 23 years old,1,Agronomy,daytime,Secondary education,150.0,Portuguese,37,19,Agriculture/Fisheries,Admin staff,137.0,no,no,no,yes,male,no,35,no,1,6,7,5,12.8,0,1,6,11,5,13.833333333333334,0,15.5,2.8,-4.06,Graduate
single,1st phase - general,1,Animation/Multimedia,daytime,Secondary education,133.1,Portuguese,1,37,Industry/Construction,Industry/Construction,118.0,no,no,no,yes,male,no,22,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,Change course,1,Communication Design,daytime,Secondary education,150.0,Portuguese,3,39,Technicians,Industry/Construction,126.4,no,no,no,yes,male,no,26,no,5,7,8,7,13.285714285714286,0,3,8,11,7,12.142857142857142,0,12.4,0.5,1.79,Enrolled
single,Tech diploma,1,Agronomy,daytime,Technological specialization,130.0,Portuguese,38,38,Unskilled Workers,Services/Sellers,130.0,no,no,yes,no,male,no,20,no,0,6,16,4,11.8,0,0,6,15,2,12.0,0,16.2,0.3,-0.92,Dropout
single,Change course,1,Social Service (evening),evening,Other - 11th year of schooling,133.1,Portuguese,37,1,Unskilled Workers,Armed Forces,112.5,no,no,no,yes,male,no,50,no,6,13,13,6,11.333333333333334,0,2,11,11,2,13.5,0,16.2,0.3,-0.92,Dropout
single,1st phase - general,1,Nursing,daytime,Secondary education,125.0,Portuguese,19,38,Unskilled Workers,Machine Operators,118.3,no,no,no,yes,male,no,20,no,0,8,12,5,12.002,1,0,8,12,5,12.002,1,10.8,1.4,1.74,Dropout
single,1st phase - general,1,Nursing,daytime,Secondary education,127.0,Portuguese,3,1,Scientific specialists,Machine Operators,121.4,no,no,no,yes,male,no,20,no,0,7,10,5,13.976666666666668,0,0,8,9,8,13.22222222222222,0,12.4,0.5,1.79,Enrolled
single,Other higher courses,1,Agronomy,daytime,Higher education - degree,140.0,Portuguese,3,19,Scientific specialists,Armed Forces,140.0,no,no,no,no,male,no,35,no,0,6,10,5,15.2,0,1,6,9,1,11.0,0,15.5,2.8,-4.06,Dropout
single,1st phase - general,1,Ad/Marketing,daytime,Secondary education,110.0,Portuguese,3,19,Admin staff,Services/Sellers,109.0,no,no,no,yes,male,yes,19,no,0,6,7,6,13.142857142857142,0,0,6,8,6,14.166666666666666,0,15.5,2.8,-4.06,Graduate
married,Over 23 years old,2,Management,daytime,Secondary education,133.1,Portuguese,37,37,Services/Sellers,Industry/Construction,110.0,no,no,no,yes,male,no,43,no,0,5,14,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general,5,Nursing,daytime,Secondary education,124.0,Portuguese,3,38,Scientific specialists,Legislative/Executive,119.8,no,no,no,yes,male,no,19,no,0,8,11,7,13.867142857142856,0,0,8,11,7,13.867142857142856,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,1,Nursing,daytime,Secondary education,114.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,130.0,no,no,no,yes,male,no,25,no,0,8,11,6,12.675,0,0,8,11,6,12.675,0,12.7,3.7,-1.7,Graduate
single,Special - Madeira,1,Animation/Multimedia,daytime,Secondary education,155.0,Portuguese,1,3,Services/Sellers,Armed Forces,167.3,yes,no,no,yes,male,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general,2,Basic Education,daytime,Secondary education,114.0,Portuguese,1,19,Unskilled Workers,Unskilled Workers,111.9,yes,no,no,yes,male,yes,20,no,0,6,6,6,12.0,0,0,6,7,6,12.5,0,7.6,2.6,0.32,Enrolled
single,1st phase - general,1,Animation/Multimedia,daytime,Secondary education,133.1,Portuguese,38,37,Services/Sellers,Services/Sellers,136.0,yes,no,no,yes,male,no,22,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,1st phase - general,1,Tourism,daytime,Secondary education,125.0,Portuguese,37,37,Technicians,Technicians,124.0,no,no,no,yes,male,yes,19,no,0,6,7,6,11.0,0,0,6,6,5,12.2,0,11.1,0.6,2.02,Dropout
married,Over 23 years old,1,Management (evening),evening,Secondary education,120.0,Portuguese,19,37,Technicians,Unskilled Workers,132.9,no,no,no,yes,male,no,32,no,0,5,11,4,10.75,0,0,5,11,4,11.333333333333334,0,13.9,-0.3,0.79,Dropout
married,Over 23 years old,1,Journalism,daytime,Basic education 2nd cycle,100.0,Portuguese,37,37,Unskilled Workers,Industry/Construction,154.0,yes,no,no,yes,male,no,57,no,0,6,7,5,14.2,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,1,Nursing,daytime,Secondary education,133.1,Portuguese,1,19,Technicians,Services/Sellers,115.0,no,no,no,no,male,no,20,no,0,7,11,4,12.6,0,0,7,7,4,11.575,0,16.2,0.3,-0.92,Dropout
single,Over 23 years old,1,Management (evening),evening,Secondary education,120.0,Portuguese,1,1,Services/Sellers,Services/Sellers,96.0,yes,no,no,no,male,no,38,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
married,Over 23 years old,1,Management (evening),evening,Secondary education,120.0,Portuguese,37,3,Unskilled Workers,Technicians,168.2,no,no,no,yes,male,no,45,no,0,5,6,5,14.0,0,0,5,6,5,14.166666666666666,0,12.4,0.5,1.79,Graduate
married,Over 23 years old,1,Journalism,daytime,Secondary education,110.0,Portuguese,37,37,Unskilled Workers,Armed Forces,140.0,no,no,yes,no,male,no,43,no,0,6,16,2,10.0,0,0,6,12,4,12.25,0,10.8,1.4,1.74,Dropout
single,2nd phase - general,4,Communication Design,daytime,Secondary education,144.0,Portuguese,38,1,Unskilled Workers,Unskilled Workers,137.4,yes,no,no,yes,male,no,19,no,0,6,6,6,13.833333333333334,0,0,6,8,6,13.125,0,10.8,1.4,1.74,Graduate
married,Over 23 years old,1,Management (evening),evening,Basic education 3rd cycle,133.1,Portuguese,19,19,Admin staff,Admin staff,150.0,no,no,no,no,male,no,49,no,0,5,8,2,11.0,0,0,5,5,1,11.0,0,15.5,2.8,-4.06,Dropout
married,Over 23 years old,1,Nursing,daytime,Basic education 3rd cycle,133.1,Portuguese,37,38,Unskilled Workers,Industry/Construction,100.5,yes,no,no,yes,male,no,43,no,0,8,8,7,11.635714285714286,0,0,8,8,7,11.635714285714286,0,10.8,1.4,1.74,Enrolled
single,Over 23 years old,1,Social Service (evening),evening,Secondary education,133.1,Portuguese,37,38,Unskilled Workers,Unskilled Workers,148.5,no,no,no,yes,male,no,34,no,0,6,6,4,12.25,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
single,2nd phase - general,5,Informatics Engineering,daytime,Secondary education,138.0,Portuguese,19,19,Services/Sellers,Services/Sellers,123.3,yes,no,yes,yes,male,no,18,no,0,5,9,4,12.5,0,0,5,11,5,11.285714285714286,0,12.4,0.5,1.79,Enrolled
married,Over 23 years old,1,Management (evening),evening,Secondary education,120.0,Portuguese,38,38,Legislative/Executive,Admin staff,138.7,no,no,no,yes,male,no,43,no,0,5,5,5,13.8,0,0,5,6,5,13.666666666666666,0,10.8,1.4,1.74,Graduate
single,1st phase - general,2,Tourism,daytime,Secondary education,120.0,Portuguese,19,1,Unskilled Workers,Machine Operators,117.2,no,no,no,yes,male,no,21,no,0,6,8,3,12.0,0,0,6,9,1,11.0,0,15.5,2.8,-4.06,Dropout
married,Over 23 years old,1,Management (evening),evening,Secondary education,160.0,Portuguese,34,34,Blank,Blank,114.3,no,no,no,yes,male,no,40,no,0,5,9,3,11.0,0,0,5,8,4,12.5,1,7.6,2.6,0.32,Enrolled
single,2nd phase - general,1,Ad/Marketing,daytime,Secondary education,134.0,Portuguese,19,37,Services/Sellers,Services/Sellers,125.3,yes,no,no,yes,male,yes,19,no,0,6,7,4,13.75,0,0,6,10,6,11.555555555555555,0,10.8,1.4,1.74,Graduate
single,1st phase - general,1,Tourism,daytime,Secondary education,133.1,Portuguese,37,37,Legislative/Executive,Legislative/Executive,97.0,no,no,no,yes,male,no,27,no,0,6,6,6,10.666666666666666,0,0,6,8,4,11.25,0,10.8,1.4,1.74,Enrolled
married,Transfer,1,Oral Hygiene,daytime,Secondary education,110.0,Portuguese,37,37,Unskilled Workers,Agriculture/Fisheries,140.0,no,no,no,yes,male,no,43,no,0,7,7,0,0.0,0,0,8,13,2,13.15,0,16.2,0.3,-0.92,Dropout
single,Change course,1,Management (evening),evening,Secondary education,130.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,124.0,no,no,no,yes,male,no,31,no,1,5,6,5,13.833333333333334,0,0,5,7,5,15.4,0,9.4,-0.8,-3.12,Graduate
single,Tech diploma,1,Agronomy,daytime,Technological specialization,140.0,Portuguese,38,1,Legal/Social/Cultural Technicians,Legal/Social/Cultural Technicians,140.0,yes,no,yes,yes,male,no,26,no,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Enrolled
single,Over 23 years old,1,Management (evening),evening,Secondary education,150.0,Portuguese,37,38,Processing workers,Other Armed Forces,127.0,no,no,no,yes,male,no,34,no,0,5,5,5,15.8,0,0,5,5,5,16.8,0,8.9,1.4,3.51,Graduate
divorced,Change course,1,Nursing,daytime,Basic education 3rd cycle,100.0,Portuguese,34,34,Student,Student,110.0,no,no,no,yes,male,no,30,no,11,14,26,12,12.52608695652174,1,11,14,26,12,12.52608695652174,1,7.6,2.6,0.32,Graduate
married,Over 23 years old,1,Nursing,daytime,Basic education 3rd cycle,133.1,Portuguese,38,38,Industry/Construction,Machine Operators,170.0,no,no,no,yes,male,no,36,no,0,7,9,6,12.783333333333331,0,0,8,11,0,0.0,0,16.2,0.3,-0.92,Dropout
single,Other higher courses,1,Management (evening),evening,Higher education - degree,120.0,Portuguese,37,37,Agriculture/Fisheries,Industry/Construction,120.0,no,no,yes,no,male,no,46,no,0,5,5,0,0.0,0,0,5,5,1,10.0,0,11.1,0.6,2.02,Dropout
single,2nd phase - general,1,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,1,19,Services/Sellers,Unskilled Workers,130.0,no,no,no,yes,male,no,22,no,0,5,8,3,13.0,0,0,5,8,3,10.666666666666666,0,7.6,2.6,0.32,Graduate
single,Other higher courses,1,Agronomy,daytime,Higher education - degree,130.0,Portuguese,1,19,Services/Sellers,Unskilled Workers,130.0,no,no,no,yes,male,no,27,no,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
single,1st phase - general,2,Informatics Engineering,daytime,Secondary education,126.0,Portuguese,1,38,Secretaries/Data Operators,Unskilled in agriculture,122.5,yes,no,no,yes,male,no,20,no,0,5,7,5,10.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,Enrolled
single,Change institution/course,1,Management,daytime,Secondary education,130.0,Portuguese,19,38,Unskilled Workers,Machine Operators,115.7,no,no,no,yes,male,no,20,no,0,5,7,5,11.0,0,0,5,7,3,10.0,0,8.9,1.4,3.51,Enrolled
single,Transfer,1,Informatics Engineering,daytime,Secondary education,140.0,Portuguese,19,19,Other,Other,120.0,no,no,yes,no,male,no,31,no,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
single,1st phase - general,1,Informatics Engineering,daytime,Secondary education,140.0,Portuguese,37,19,Unskilled Workers,Unskilled Workers,166.0,yes,no,yes,yes,male,no,20,no,0,5,7,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled
single,2nd phase - general,1,Journalism,daytime,Secondary education,145.0,Portuguese,1,38,Other,Machine Operators,132.8,yes,no,no,no,male,no,21,no,0,6,10,2,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,2nd phase - general,1,Management,daytime,Secondary education,133.1,Portuguese,19,19,Unskilled Workers,Industry/Construction,100.0,no,no,no,yes,male,no,21,no,0,5,7,4,10.75,0,0,5,10,2,11.0,3,16.2,0.3,-0.92,Dropout
single,1st phase - general,1,Management,daytime,Secondary education,127.0,Portuguese,1,4,Unskilled Workers,Armed Forces,121.8,no,no,no,yes,male,no,19,no,0,5,8,5,11.6,0,0,5,10,4,13.5,3,16.2,0.3,-0.92,Graduate
single,2nd phase - general,4,Management,daytime,Secondary education,114.0,Portuguese,19,19,Admin staff,Admin staff,109.5,yes,no,no,yes,male,yes,20,no,0,5,6,5,11.8,0,0,5,8,4,11.6,0,8.9,1.4,3.51,Graduate
single,1st phase - general,1,Agronomy,daytime,Secondary education,140.0,Portuguese,38,1,Unskilled Workers,Admin staff,138.3,no,no,no,yes,male,no,18,no,0,6,7,6,16.0,0,0,6,6,6,15.166666666666666,0,12.4,0.5,1.79,Graduate
single,1st phase - general,2,Journalism,daytime,Secondary education,140.0,Portuguese,1,1,Admin staff,Technicians,131.6,no,no,no,yes,male,yes,18,no,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,16.2,0.3,-0.92,Graduate
single,Over 23 years old,1,Nursing,daytime,Secondary education,120.0,Portuguese,1,2,Other Admin Support,Teachers,125.3,no,no,yes,yes,male,no,30,no,0,7,12,4,14.4,0,0,7,9,6,13.5,0,12.4,0.5,1.79,Enrolled
single,Over 23 years old,1,Tourism,daytime,Basic education 3rd cycle,133.1,Portuguese,19,19,Technicians,Legislative/Executive,101.5,no,no,yes,no,male,no,34,no,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general,1,Ad/Marketing,daytime,Secondary education,115.0,Portuguese,19,19,Cleaners,Construction workers,109.1,no,no,yes,no,male,no,21,no,0,6,11,4,12.25,0,0,6,9,4,13.4,0,11.1,0.6,2.02,Enrolled
single,Tech diploma,1,Communication Design,daytime,Technological specialization,123.9,Portuguese,37,1,Unskilled Workers,Industry/Construction,123.9,no,no,no,yes,male,no,20,no,2,7,9,5,12.6,0,5,9,10,8,12.75,1,16.2,0.3,-0.92,Dropout
single,1st phase - general,1,Nursing,daytime,Secondary education,157.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,143.0,no,no,no,yes,male,no,18,no,0,8,8,7,13.4,0,0,8,8,7,13.4,0,12.7,3.7,-1.7,Graduate
single,1st phase - general,1,Animation/Multimedia,daytime,Secondary education,127.0,Portuguese,1,1,Admin staff,Technicians,126.3,yes,no,yes,yes,male,no,21,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout
married,Transfer,1,Agronomy,daytime,Secondary education,120.0,Portuguese,3,1,Scientific specialists,Scientific specialists,113.3,no,no,no,yes,male,no,26,no,0,6,9,1,10.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
single,2nd phase - general,1,Informatics Engineering,daytime,Secondary education,130.0,Portuguese,38,19,Industry/Construction,Technicians,119.9,yes,no,yes,yes,male,no,20,no,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout
single,Tech diploma,1,Agronomy,daytime,Technological specialization,140.0,Portuguese,1,38,Legislative/Executive,Unskilled Workers,140.0,no,no,no,yes,male,no,25,no,0,6,16,3,11.25,0,0,6,14,4,11.2,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general,1,Ad/Marketing,daytime,Secondary education,109.0,Portuguese,1,1,Admin staff,Admin staff,108.0,no,no,no,yes,male,no,19,no,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled
single,Over 23 years old,2,Management,daytime,Secondary education,143.0,Portuguese,19,5,Admin staff,Legislative/Executive,100.0,yes,no,no,yes,male,no,24,no,0,5,8,3,10.666666666666666,1,0,5,5,1,14.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general,1,Equinculture,daytime,Secondary education,125.0,Portuguese,3,3,Scientific specialists,Scientific specialists,132.4,no,no,no,yes,male,no,20,no,0,5,7,4,11.75,0,0,5,5,5,13.4,0,7.6,2.6,0.32,Graduate
single,1st phase - general,1,Management,daytime,Secondary education,136.0,Portuguese,1,3,Unskilled Workers,Services/Sellers,137.1,no,no,no,yes,male,no,20,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
single,Special - Azores,3,Communication Design,daytime,Secondary education,157.0,Portuguese,3,1,Unskilled Workers,Agriculture/Fisheries,138.1,yes,no,no,yes,female,no,18,no,0,6,6,6,12.666666666666666,0,0,6,8,6,14.125,0,10.8,1.4,1.74,Graduate
divorced,Over 23 years old,1,Oral Hygiene,daytime,Secondary education,160.0,Portuguese,19,3,Unskilled Workers,Scientific specialists,130.0,no,no,no,yes,female,no,25,no,0,7,14,7,11.95,0,0,8,15,7,12.042857142857144,0,12.7,3.7,-1.7,Enrolled
single,2nd phase - general,1,Tourism,daytime,Secondary education,116.0,Portuguese,38,37,Unskilled Workers,Agriculture/Fisheries,109.7,yes,no,no,yes,female,no,22,no,0,6,7,5,14.0,0,0,6,6,6,15.666666666666666,0,11.1,0.6,2.02,Graduate
single,Change course,1,Social Service (evening),evening,Secondary education,113.0,Portuguese,37,37,Student,Agriculture/Fisheries,128.2,no,no,no,no,female,no,41,no,0,6,6,0,0.0,6,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general,2,Management,daytime,Secondary education,130.0,Portuguese,37,38,Industry/Construction,Unskilled Workers,117.8,no,no,yes,yes,female,yes,19,no,0,5,11,2,11.5,0,0,5,10,0,0.0,0,12.7,3.7,-1.7,Dropout
single,Change course,1,Equinculture,daytime,Secondary education,150.0,Portuguese,3,3,Technicians,Admin staff,150.0,yes,no,no,yes,female,no,21,no,0,6,10,6,12.0,0,0,6,12,5,12.8,0,13.9,-0.3,0.79,Graduate
single,Over 23 years old,1,Veterinary Nursing,daytime,Secondary education,110.0,Portuguese,1,1,Services/Sellers,Services/Sellers,160.0,yes,no,yes,yes,female,no,30,no,0,6,7,6,16.428571428571427,0,0,6,7,6,16.666666666666668,0,13.9,-0.3,0.79,Dropout
single,1st phase - general,5,Nursing,daytime,Secondary education,101.0,Portuguese,38,38,Unskilled Workers,Unskilled Workers,104.5,yes,no,no,yes,female,yes,21,no,0,7,9,5,13.336000000000002,0,0,8,9,7,13.207142857142856,0,11.1,0.6,2.02,Graduate
married,Over 23 years old,2,Oral Hygiene,daytime,Secondary education,110.0,Portuguese,19,38,Unskilled Workers,Unskilled Workers,112.8,no,no,no,yes,female,yes,26,no,0,7,7,0,0.0,0,0,8,8,0,0.0,6,10.8,1.4,1.74,Enrolled
single,International student,1,Ad/Marketing,daytime,Secondary education,133.1,Brazilian,1,1,Unskilled Workers,Admin staff,100.0,no,no,no,yes,female,no,21,yes,2,7,9,7,14.666666666666666,0,1,6,8,6,14.0,0,11.1,0.6,2.02,Graduate
single,1st phase - general,1,Nursing,daytime,Secondary education,138.0,Portuguese,1,1,Technicians,Admin staff,132.5,yes,no,no,yes,female,no,18,no,0,8,8,7,14.115714285714288,0,0,8,8,7,14.115714285714288,0,10.8,1.4,1.74,Graduate
single,1st phase - general,4,Veterinary Nursing,daytime,Secondary education,138.0,Portuguese,3,1,Legislative/Executive,Admin staff,123.3,yes,no,no,yes,female,yes,19,no,0,6,7,6,14.857142857142858,0,0,6,10,6,13.11111111111111,0,12.4,0.5,1.79,Graduate
single,1st phase - general,2,Veterinary Nursing,daytime,Secondary education,141.0,Portuguese,1,38,Unskilled Workers,Machine Operators,128.9,yes,no,no,yes,female,yes,18,no,0,6,7,6,13.833333333333334,0,0,6,10,6,13.714285714285714,0,8.9,1.4,3.51,Graduate
single,2nd phase - general,2,Management,daytime,Secondary education,129.0,Portuguese,2,3,Scientific specialists,Scientific specialists,128.3,yes,no,no,yes,female,no,19,no,0,5,10,3,11.0,0,0,5,9,4,11.75,0,12.7,3.7,-1.7,Enrolled
single,Change course,1,Veterinary Nursing,daytime,Secondary education,127.0,Portuguese,3,3,Scientific specialists,Services/Sellers,100.0,no,no,no,yes,female,no,21,no,0,6,11,4,11.75,0,0,6,12,3,13.666666666666666,0,13.9,-0.3,0.79,Enrolled
single,2nd phase - general,2,Management,daytime,Secondary education,133.0,Portuguese,19,1,Unskilled Workers,Technicians,120.1,yes,no,no,yes,female,yes,18,no,0,5,15,2,10.0,0,0,5,14,2,12.0,0,13.9,-0.3,0.79,Dropout
single,Over 23 years old,1,Nursing,daytime,Secondary education,100.0,Portuguese,37,37,Industry/Construction,Industry/Construction,160.0,yes,no,no,yes,female,yes,24,no,0,8,15,6,12.415,0,0,8,15,6,12.415,0,10.8,1.4,1.74,Graduate
single,1st phase - general,1,Equinculture,daytime,Secondary education,138.0,Portuguese,4,5,Scientific specialists,Scientific specialists,123.0,yes,no,no,yes,female,no,21,no,0,5,12,1,11.0,0,0,5,9,2,10.5,0,12.7,3.7,-1.7,Enrolled
single,Tech diploma,1,Veterinary Nursing,daytime,Technological specialization,150.0,Portuguese,19,19,Unskilled Workers,Unskilled Workers,150.0,yes,no,no,yes,female,no,23,no,1,6,14,5,14.428571428571429,0,1,6,7,6,13.428571428571429,0,16.2,0.3,-0.92,Graduate
single,2nd phase - general,2,Nursing,daytime,Secondary education,129.0,Portuguese,38,19,Services/Sellers,Industry/Construction,124.0,yes,no,no,yes,female,yes,18,no,0,8,8,7,14.312857142857142,0,0,8,8,7,14.312857142857142,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,1,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,4,1,Scientific specialists,Unskilled Workers,120.0,no,no,no,no,female,no,26,no,0,6,8,6,15.428571428571429,0,0,6,7,5,14.5,0,11.1,0.6,2.02,Enrolled
single,1st phase - general,1,Equinculture,daytime,Secondary education,133.0,Portuguese,38,38,Services/Sellers,Machine Operators,120.4,yes,no,no,yes,female,no,20,no,0,5,9,4,12.0,1,0,5,6,5,13.4,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,1,Social Service,daytime,Secondary education,133.0,Portuguese,4,1,Services/Sellers,Services/Sellers,131.6,no,no,no,yes,female,no,18,no,0,6,7,6,13.833333333333334,0,0,6,7,6,13.714285714285714,0,11.1,0.6,2.02,Graduate
single,1st phase - general,1,Social Service,daytime,Secondary education,107.0,Portuguese,2,12,Technicians,Armed Forces,104.2,yes,no,no,yes,female,no,20,no,0,6,6,6,12.166666666666666,0,0,6,7,6,12.142857142857142,0,11.1,0.6,2.02,Graduate
single,1st phase - general,1,Nursing,daytime,Secondary education,131.0,Portuguese,19,19,Admin staff,Admin staff,122.0,yes,no,no,yes,female,no,20,no,0,8,8,7,14.014285714285714,0,0,8,8,7,14.014285714285714,0,12.7,3.7,-1.7,Enrolled
single,2nd phase - general,2,Social Service,daytime,Secondary education,118.0,Portuguese,1,19,Admin staff,Armed Forces,110.7,yes,yes,no,yes,female,no,18,no,0,6,15,2,10.333333333333334,3,0,6,13,3,13.333333333333334,0,12.7,3.7,-1.7,Enrolled
single,1st phase - general,4,Journalism,daytime,Secondary education,136.0,Portuguese,1,12,Unskilled Workers,Armed Forces,121.7,yes,no,no,yes,female,yes,22,no,0,6,7,5,13.2,0,0,6,7,5,13.6,0,12.4,0.5,1.79,Graduate
single,1st phase - general,1,Nursing,daytime,Secondary education,125.0,Portuguese,37,37,Unskilled Workers,Unskilled Workers,126.0,yes,no,yes,yes,female,no,20,no,0,7,7,6,15.4,0,0,7,7,6,15.4,0,7.6,2.6,0.32,Graduate
single,2nd phase - general,4,Nursing,daytime,Secondary education,137.0,Portuguese,1,37,Unskilled Workers,Unskilled Workers,128.4,yes,no,no,yes,female,yes,19,no,0,7,7,7,13.385714285714286,0,0,8,8,8,15.925,0,13.9,-0.3,0.79,Graduate
single,1st phase - general,1,Equinculture,daytime,Secondary education,144.0,Portuguese,3,1,Scientific specialists,Admin staff,134.9,yes,no,yes,yes,female,no,18,no,0,6,13,6,10.857142857142858,0,0,6,10,4,11.0,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general,2,Management,daytime,Secondary education,146.0,Portuguese,38,37,Agriculture/Fisheries,Agriculture/Fisheries,143.9,no,no,no,yes,female,no,18,no,0,5,11,5,11.333333333333334,0,0,5,8,5,12.0,0,13.9,-0.3,0.79,Graduate
single,1st phase - general,4,Veterinary Nursing,daytime,Secondary education,145.0,Portuguese,37,1,Unskilled Workers,Unskilled Workers,145.0,yes,no,no,yes,female,yes,19,no,0,5,7,4,14.5,0,0,5,5,5,13.6,0,10.8,1.4,1.74,Graduate
single,1st phase - general,2,Communication Design,daytime,Secondary education,126.0,Portuguese,19,38,Unskilled Workers,Unskilled Workers,132.0,yes,no,no,yes,female,yes,19,no,0,6,6,6,14.166666666666666,0,0,6,8,6,12.375,0,10.8,1.4,1.74,Graduate
single,2nd phase - general,1,Social Service (evening),evening,Secondary education,141.0,Portuguese,34,34,Student,Student,136.1,no,no,no,yes,female,no,24,no,0,6,7,6,12.833333333333334,0,0,6,8,6,12.0,0,7.6,2.6,0.32,Graduate
